Entity,Code,Year,Population (historical estimates)
Palestine,PSE,1825,165944
Fiji,FJI,1828,137090
Barbados,BRB,1911,170670
Chad,TCD,1810,1496970
Canada,CAN,1912,7312570
Laos,LAO,1898,1344754
Saint Martin (French part),MAF,1970,5707
Bhutan,BTN,1979,395192
Thailand,THA,1898,7333803
Oceania,NA,1986,25572659
Sao Tome and Principe,STP,1850,28098
Moldova,MDA,1997,4286477
Somalia,SOM,1807,991914
Belgium,BEL,1911,7478558
Sri Lanka,LKA,1857,1996405
Djibouti,DJI,1880,40628
Kuwait,KWT,1939,134189
Nauru,NRU,1896,1947
United Kingdom,GBR,1836,25673136
New Zealand,NZL,1949,1873969
Solomon Islands,SLB,1875,96788
Liberia,LBR,1936,732884
Kiribati,KIR,1842,19876
Montserrat,MSR,1952,14476
Europe,NA,1834,251776566
Senegal,SEN,1882,1200945
Comoros,COM,1896,81816
Denmark,DNK,1914,3025936
Anguilla,AIA,1962,6141
Ecuador,ECU,1926,1940167
Cuba,CUB,1831,997967
Togo,TGO,1857,531039
Paraguay,PRY,1831,198727
Morocco,MAR,2015,34663608
Lithuania,LTU,1951,2569617
Cyprus,CYP,1973,635105
Kyrgyzstan,KGZ,1924,1361202
Turks and Caicos Islands,TCA,1988,11091
Hungary,HUN,1813,3807874
Bulgaria,BGR,2000,7997951
Germany,DEU,1820,24844857
Guatemala,GTM,1823,610509
Zambia,ZMB,1885,1622695
Kiribati,KIR,1914,27561
Montenegro,MNE,1890,374240
Estonia,EST,1853,496882
Africa,NA,1935,181017458
Zimbabwe,ZWE,1899,1084511
Sierra Leone,SLE,1914,1234510
Belarus,BLR,1992,10154338
Timor,TLS,2020,1318442
Suriname,SUR,1973,364907
Eritrea,ERI,2009,3119920
Estonia,EST,1839,419951
Thailand,THA,1866,5700662
Uzbekistan,UZB,1820,1929758
Angola,AGO,1819,1571640
Tonga,TON,1933,31309
Honduras,HND,1852,355859
Costa Rica,CRI,1884,213563
Niger,NER,1899,1305147
Nicaragua,NIC,1927,785662
Guatemala,GTM,1904,1405807
Libya,LBY,2006,5886874
Mali,MLI,2014,16934213
Iran,IRN,1895,9707301
Saint Kitts and Nevis,KNA,1930,37593
Finland,FIN,1803,846835
Singapore,SGP,1954,1239692
Solomon Islands,SLB,1813,56998
North Macedonia,MKD,1942,1167945
Gambia,GMB,1869,126890
Cambodia,KHM,1981,6749849
Tonga,TON,1994,95739
Slovakia,SVK,2008,5399362
Tajikistan,TJK,1827,497483
Saint Kitts and Nevis,KNA,1864,36590
Bahrain,BHR,1990,495927
North Korea,PRK,1819,4345652
Malawi,MWI,1809,893958
Luxembourg,LUX,1837,176946
Zimbabwe,ZWE,1817,1085814
Paraguay,PRY,1803,268444
Mayotte,MYT,1962,26537
Iceland,ISL,2011,323471
Zambia,ZMB,1998,9866474
Gambia,GMB,1846,110853
Monaco,MCO,1804,7789
North Macedonia,MKD,1866,589721
Bahrain,BHR,1876,66448
Tunisia,TUN,1880,1523043
Mayotte,MYT,1977,48888
Lesotho,LSO,1823,264506
Costa Rica,CRI,1810,57788
Saint Lucia,LCA,2003,160530
Djibouti,DJI,1893,41322
Belgium,BEL,1954,8832697
Jordan,JOR,1919,218525
South Sudan,SSD,1962,2951041
Equatorial Guinea,GNQ,2016,1215181
Marshall Islands,MHL,1944,21455
Monaco,MCO,1936,26250
San Marino,SMR,2018,33784
Central African Republic,CAF,1907,944082
Armenia,ARM,1900,848530
Yemen,YEM,2006,20687648
Senegal,SEN,1885,1232152
Anguilla,AIA,1955,5781
Central African Republic,CAF,1946,1245546
Peru,PER,1854,2992542
Denmark,DNK,1919,3207678
Costa Rica,CRI,1803,54392
Luxembourg,LUX,2021,634814
Myanmar,MMR,1957,20380220
Afghanistan,AFG,1801,3280000
Guinea-Bissau,GNB,1855,214732
Kiribati,KIR,1839,19591
North Korea,PRK,1838,4404047
Belgium,BEL,1894,6332723
Albania,ALB,1866,583532
Africa,NA,1974,403645936
Pakistan,PAK,1877,16363738
Western Sahara,ESH,1957,24841
Jamaica,JAM,1882,595366
Singapore,SGP,1891,161027
Iraq,IRQ,1810,1045487
Bahamas,BHS,1896,54763
Saudi Arabia,SAU,1800,2000000
Slovenia,SVN,1814,469664
Angola,AGO,1843,2193299
Moldova,MDA,1901,1484585
Solomon Islands,SLB,1846,75389
Oman,OMN,1943,443935
Rwanda,RWA,1815,928368
Zambia,ZMB,1865,1597338
South Sudan,SSD,1894,1767315
Cameroon,CMR,1932,3282812
Slovakia,SVK,1948,3389435
Romania,ROU,2018,19506110
Guatemala,GTM,1853,883058
Northern Mariana Islands,MNP,1986,32377
Libya,LBY,1866,321504
Monaco,MCO,1852,11474
Liberia,LBR,1846,327820
Sint Maarten (Dutch part),SXM,1974,8977
Vatican,VAT,1909,911
Bolivia,BOL,1837,1247824
Cook Islands,COK,1974,20691
Djibouti,DJI,2007,805456
Laos,LAO,1881,932706
Cuba,CUB,1875,1437089
Cote d'Ivoire,CIV,1938,2116924
Philippines,PHL,1924,10206504
Aruba,ABW,1984,62826
Bolivia,BOL,2007,9558438
South Africa,ZAF,1889,4693253
Canada,CAN,1986,26075504
Guatemala,GTM,1959,4087921
Poland,POL,2008,38356786
Mozambique,MOZ,1844,4037662
Maldives,MDV,1984,182848
Trinidad and Tobago,TTO,1880,171902
Cameroon,CMR,1844,2556568
Togo,TGO,1905,774219
South America,NA,1875,25758111
Guadeloupe,GLP,1810,136028
Tajikistan,TJK,1838,550069
Czechia,CZE,1993,10358694
Singapore,SGP,1975,2259721
Liberia,LBR,1803,313543
Cyprus,CYP,1877,185684
Tanzania,TZA,1930,5531955
Marshall Islands,MHL,1902,41428
Russia,RUS,2020,145934460
Malta,MLT,1915,228217
Cameroon,CMR,1946,4021920
Israel,ISR,1921,454380
Saint Kitts and Nevis,KNA,1865,37211
Indonesia,IDN,1976,133966940
Saint Barthlemy,NA,1969,2332
Tanzania,TZA,1941,6480991
South Africa,ZAF,1826,1770596
Lithuania,LTU,1995,3626609
Bolivia,BOL,1846,1333925
Eritrea,ERI,1986,2064803
Germany,DEU,1810,21178441
Bangladesh,BGD,1975,70066310
Latvia,LVA,1875,1438990
Israel,ISR,1844,209954
Taiwan,TWN,2012,23346898
Somalia,SOM,1894,1519208
Singapore,SGP,1871,86617
Mauritius,MUS,1840,116812
Algeria,DZA,2016,40551398
Niue,NIU,1977,3684
Djibouti,DJI,1907,42997
Kenya,KEN,1886,4209057
Netherlands,NLD,1998,15745650
Slovenia,SVN,1963,1614019
Lithuania,LTU,1979,3405173
Indonesia,IDN,2003,220309473
New Zealand,NZL,2002,3963202
Switzerland,CHE,1985,6435424
Panama,PAN,1876,187970
Benin,BEN,1888,1087849
Turkey,TUR,1830,10396585
North Macedonia,MKD,1881,676016
Myanmar,MMR,1970,27269063
Grenada,GRD,1996,101003
Yemen,YEM,1822,2602463
Namibia,"NAM",1857,126891
Albania,ALB,1815,427449
Liechtenstein,LIE,1898,10175
Belize,BLZ,1949,67540
Mauritania,MRT,1917,399395
Peru,PER,1869,2607585
Trinidad and Tobago,TTO,1963,891948
Guinea-Bissau,GNB,2008,1446936
Canada,CAN,1949,13439995
Fiji,FJI,1966,476399
Sao Tome and Principe,STP,1846,27315
Guinea-Bissau,GNB,1841,212777
United States,USA,1865,36139228
Uganda,UGA,1891,3521480
United Kingdom,GBR,1911,45449499
Micronesia (country),FSM,1808,16416
United States,USA,1973,215178797
Croatia,HRV,1949,3822428
Puerto Rico,PRI,2014,3453667
United States,USA,1997,271713634
Ireland,IRL,1963,2801184
Tonga,TON,1802,18650
Cape Verde,CPV,1862,89575
Nepal,NPL,1845,4269769
North Macedonia,MKD,1918,946373
Saint Kitts and Nevis,KNA,1871,40828
Cape Verde,CPV,2018,543764
Italy,ITA,1842,23236396
San Marino,SMR,1852,7027
Russia,RUS,1816,31589136
Panama,PAN,1891,227814
Eswatini,SWZ,1842,68997
Tuvalu,TUV,1979,7357
Niger,NER,1884,1190904
Timor,TLS,1931,434336
Iran,IRN,1850,7506013
Austria,AUT,2001,8097755
Vanuatu,VUT,1990,146575
Kenya,KEN,1832,3048599
Uzbekistan,UZB,1921,4743621
Andorra,AND,1895,4472
Mauritius,MUS,1931,400924
Fiji,FJI,1968,498944
Brunei,BRN,1833,2970
Timor,TLS,1866,246993
Martinique,MTQ,1965,311122
Lebanon,LBN,1809,313999
Vietnam,VNM,1876,10641227
Canada,CAN,1886,4633880
United States,USA,1848,22220480
Croatia,HRV,1885,2177150
Jamaica,JAM,1902,743265
Taiwan,TWN,2011,23268760
Solomon Islands,SLB,1947,86444
Paraguay,PRY,1956,1716878
Zimbabwe,ZWE,1835,850430
Austria,AUT,1990,7723954
Belarus,BLR,1811,2355081
Tajikistan,TJK,1841,565352
Vatican,VAT,1962,901
Senegal,SEN,1930,1800633
Wallis and Futuna,WLF,1962,8399
Cayman Islands,CYM,1984,18662
Rwanda,RWA,1949,2137714
Iraq,IRQ,1961,7475349
Micronesia (country),FSM,2001,107170
Ecuador,ECU,1840,693265
Czechia,CZE,2016,10618868
France,FRA,1978,53423112
Gabon,GAB,2001,1258008
Sierra Leone,SLE,2007,5989641
Israel,ISR,1963,2325149
Dominica,DMA,1840,22021
Saint Vincent and the Grenadines,VCT,1830,27118
Guatemala,GTM,1927,1797279
Finland,FIN,1838,1425303
Sudan,SDN,1879,4824196
Macao,MAC,2021,658391
Iraq,IRQ,1840,1195333
Saint Lucia,LCA,1970,104016
Mauritius,MUS,1868,329142
Kazakhstan,KAZ,1879,3472873
Brazil,BRA,1831,5362191
Tanzania,TZA,1839,4399755
Namibia,"NAM",1884,170370
Hungary,HUN,1955,9828498
Vanuatu,VUT,1802,27791
Uruguay,URY,1865,278197
Lithuania,LTU,1924,2312949
Angola,AGO,1954,4935956
Congo,COG,1969,1289519
Honduras,HND,2010,8317467
Moldova,MDA,1827,759673
Asia,NA,1983,2807091169
Algeria,DZA,1815,2640486
North America,NA,1926,161817945
Mauritius,MUS,1852,203588
Nepal,NPL,1800,4000000
Russia,RUS,1815,31504633
France,FRA,2011,63222229
Qatar,QAT,1879,14641
Hungary,HUN,1859,5485958
Syria,SYR,1971,6570859
Georgia,GEO,2004,4225811
Thailand,THA,1906,8087121
Kazakhstan,KAZ,1870,3206383
Faeroe Islands,FRO,1988,46833
United Kingdom,GBR,2005,60287953
Cote d'Ivoire,CIV,1890,1358494
Austria,AUT,1851,3978557
Madagascar,MDG,1947,3856501
Estonia,EST,1807,334136
Cameroon,CMR,1956,4793394
Ecuador,ECU,2015,16212022
Palestine,PSE,1969,1126372
Italy,ITA,1839,22793194
Eswatini,SWZ,1808,82466
Trinidad and Tobago,TTO,1879,166961
Thailand,THA,2010,67195032
Sudan,SDN,1870,4787547
Ireland,IRL,1930,2958572
Maldives,MDV,1823,43135
French Guiana,GUF,1800,5245
Sweden,SWE,2015,9764949
South America,NA,2016,416164871
Asia,NA,1985,2920469516
Poland,POL,2016,37989218
Pakistan,PAK,1828,14014958
Madagascar,MDG,1897,2801168
Belarus,BLR,1996,10044854
Kenya,KEN,2019,52573967
Uruguay,URY,1859,212264
Saint Vincent and the Grenadines,VCT,1863,33157
Paraguay,PRY,2017,6867058
Bahamas,BHS,1810,27350
Djibouti,DJI,1904,42633
Hong Kong,HKG,2014,7134668
Comoros,COM,1818,56346
Nicaragua,NIC,1973,2638699
Dominica,DMA,1964,63921
Philippines,PHL,1835,2835636
Dominican Republic,DOM,1846,136713
Hungary,HUN,1912,7677833
Tajikistan,TJK,1971,3020419
Spain,ESP,1952,28399033
Mexico,MEX,1992,87075136
Turkey,TUR,1903,14447949
Canada,CAN,1839,1637493
Myanmar,MMR,1842,3813638
Antigua and Barbuda,ATG,1964,57641
Paraguay,PRY,2018,6956069
Northern Mariana Islands,MNP,1993,45763
Sudan,SDN,1803,4010017
Morocco,MAR,1836,2772266
Singapore,SGP,1818,30000
Greece,GRC,1880,4067591
Russia,RUS,1903,66739647
Palau,PLW,1904,5861
Ethiopia,ETH,1836,15132219
Grenada,GRD,1913,66118
Israel,ISR,1834,209954
Morocco,MAR,1972,16696890
Austria,AUT,1868,4463191
Nicaragua,NIC,1879,402910
Guam,GUM,2003,157723
Palau,PLW,2008,18708
Argentina,ARG,2003,38087866
Kiribati,KIR,1803,17876
Kuwait,KWT,1815,81280
Togo,TGO,1935,1089617
New Zealand,NZL,1981,3164823
Guinea,GIN,1830,998646
United Arab Emirates,ARE,1961,100801
Lebanon,LBN,1949,1305525
Cayman Islands,CYM,2005,49261
United Kingdom,GBR,1985,56413555
Sri Lanka,LKA,1829,1454145
Philippines,PHL,1966,31864175
Malawi,MWI,1947,2795699
Indonesia,IDN,2012,248451714
Ukraine,UKR,1970,47088862
Russia,RUS,1832,34999553
Serbia,SRB,2017,8829623
South Korea,KOR,1958,23765501
Belgium,BEL,1944,8450388
Togo,TGO,1814,445985
Palau,PLW,1943,7088
Lesotho,LSO,1871,217109
Europe,NA,1916,450563315
France,FRA,1887,39296096
Qatar,QAT,1905,16860
Liechtenstein,LIE,1993,29987
Paraguay,PRY,1930,879905
Taiwan,TWN,1836,2104682
Bangladesh,BGD,1848,22520497
Comoros,COM,2007,641624
Macao,MAC,2019,640446
Montenegro,MNE,2012,625931
South Sudan,SSD,1939,2350919
Bahrain,BHR,2011,1278153
Oman,OMN,1912,414735
Guadeloupe,GLP,1820,140562
Bulgaria,BGR,1952,7372016
Guinea,GIN,2003,8753097
Argentina,ARG,1870,1793839
Bulgaria,BGR,1832,2307246
Netherlands,NLD,1983,14365388
Zimbabwe,ZWE,1952,2922040
Algeria,DZA,1939,7488450
Barbados,BRB,1946,203955
Estonia,EST,2019,1325649
Tajikistan,TJK,1819,467485
Montserrat,MSR,1810,9609
Bolivia,BOL,1981,5697098
Iran,IRN,1906,10890665
Guyana,GUY,1902,292530
Malawi,MWI,2016,17205253
Wallis and Futuna,WLF,1992,13873
Nigeria,NGA,1987,88048029
Burundi,BDI,1963,2964416
Armenia,ARM,1877,691426
Honduras,HND,1867,402831
Lesotho,LSO,1846,188684
Guinea,GIN,1930,2189955
Serbia,SRB,2003,9292232
Burundi,BDI,2011,8958406
Spain,ESP,1883,17124297
Gambia,GMB,1800,103274
Malawi,MWI,1829,1373567
Mongolia,MNG,1981,1733475
Nigeria,NGA,1954,40370853
Mongolia,MNG,1818,617075
Costa Rica,CRI,2013,4742111
Portugal,PRT,1961,8869989
Japan,JPN,1930,63476570
Eswatini,SWZ,2009,1057462
Turks and Caicos Islands,TCA,1967,5766
New Zealand,NZL,1999,3818128
South Sudan,SSD,1803,1031459
New Zealand,NZL,1845,79423
Liberia,LBR,1935,722765
Chile,CHL,1999,15162801
Tonga,TON,2003,99591
Brazil,BRA,1961,74311338
Palau,PLW,2007,19159
Congo,COG,1854,508293
Portugal,PRT,1993,9996642
Tanzania,TZA,2020,59734213
Bulgaria,BGR,1841,2401714
Belgium,BEL,1962,9283545
Lithuania,LTU,1921,2272191
Cambodia,KHM,1820,2092839
Burkina Faso,BFA,1803,1665421
Trinidad and Tobago,TTO,1857,93111
Montenegro,MNE,1923,466080
South America,NA,1917,58074364
Grenada,GRD,1821,29545
Portugal,PRT,1821,3313818
Finland,FIN,1855,1682000
Gambia,GMB,1822,103839
Nigeria,NGA,1949,37125255
Slovakia,SVK,1969,4506152
Marshall Islands,MHL,1940,31382
Belgium,BEL,1851,4475312
Timor,TLS,1821,139460
Moldova,MDA,1992,4376804
Saudi Arabia,SAU,1801,2004454
Lesotho,LSO,1951,716810
Panama,PAN,1875,185576
Italy,ITA,1959,49388394
Honduras,HND,1935,1122860
Kiribati,KIR,1854,21033
Venezuela,VEN,1834,1008311
Somalia,SOM,1874,1479287
India,IND,1993,927403866
Afghanistan,AFG,1930,6866773
Greece,GRC,1902,5071122
Paraguay,PRY,1881,297333
Guatemala,GTM,1804,487599
Bahrain,BHR,1914,94204
Benin,BEN,1956,2323052
North Macedonia,MKD,2020,2083380
Jordan,JOR,1885,262757
Grenada,GRD,1898,60474
Papua New Guinea,PNG,1913,958234
Sudan,SDN,1922,5035016
Antigua and Barbuda,ATG,2017,95425
Saudi Arabia,SAU,1911,2217982
El Salvador,SLV,1954,2378242
Belgium,BEL,1947,8538424
Benin,BEN,1876,981881
Barbados,BRB,1956,228406
Sierra Leone,SLE,1997,4335295
Niger,NER,1863,1055272
Guatemala,GTM,1913,1551559
Philippines,PHL,1876,5328849
Vietnam,VNM,1931,17546152
Sao Tome and Principe,STP,1880,34725
Tanzania,TZA,1814,3013824
Luxembourg,LUX,1922,274058
Nigeria,NGA,1988,90395278
Eritrea,ERI,1851,692106
Belarus,BLR,1995,10077606
Turkey,TUR,1849,11038021
Iraq,IRQ,1875,1681772
Nigeria,NGA,1946,35159507
Ukraine,UKR,1847,14353843
Colombia,COL,1821,1256439
Turkmenistan,TKM,1879,628005
Guinea,GIN,1919,1841818
Saudi Arabia,SAU,1829,2133460
Oceania,NA,1804,1481083
Norway,NOR,2013,5079460
Colombia,COL,2005,42647731
Saint Kitts and Nevis,KNA,1838,23381
Mongolia,MNG,1949,772955
Singapore,SGP,1847,52634
Mexico,MEX,1834,6639634
Saint Pierre and Miquelon,SPM,1974,5932
Andorra,AND,1833,2908
Poland,POL,1915,24739041
Africa,NA,1998,772437161
Laos,LAO,1844,590126
Africa,NA,1873,123697570
Europe,NA,1850,279988343
Bhutan,BTN,1857,327147
Burkina Faso,BFA,1886,2139229
Central African Republic,CAF,1974,1924386
Bosnia and Herzegovina,BIH,1921,2125195
Israel,ISR,2014,7854216
Burkina Faso,BFA,1921,2895075
Kenya,KEN,1804,2629018
Africa,NA,1884,130848603
Nauru,NRU,1975,7178
Egypt,EGY,1815,4008887
Pakistan,PAK,1980,78054346
Estonia,EST,1968,1333174
Ecuador,ECU,1898,1401164
Norway,NOR,1922,2668743
Switzerland,CHE,2005,7386818
Liechtenstein,LIE,1963,17724
Trinidad and Tobago,TTO,2016,1377563
Iraq,IRQ,1945,4858102
Equatorial Guinea,GNQ,1855,111778
North Macedonia,MKD,1821,396029
Saudi Arabia,SAU,1837,2171916
Palestine,PSE,1935,587832
Vanuatu,VUT,1913,59100
El Salvador,SLV,1962,2931187
Guinea-Bissau,GNB,1996,1110835
Morocco,MAR,1806,2555261
Namibia,"NAM",1855,124149
Slovenia,SVN,1859,661589
Jordan,JOR,1905,287699
Honduras,HND,1866,399518
Lithuania,LTU,1821,792601
Belarus,BLR,1871,3758820
Spain,ESP,2016,46634131
Mongolia,MNG,2017,3113788
Serbia,SRB,1968,7997997
Poland,POL,1825,10817133
Eritrea,ERI,2020,3546427
Uganda,UGA,1943,4525556
Tonga,TON,1842,18500
New Zealand,NZL,2012,4468462
Belize,BLZ,1922,47662
Spain,ESP,1817,12094979
Latvia,LVA,1869,1306496
Ghana,GHA,1821,2014623
Suriname,SUR,1931,159410
Philippines,PHL,1970,35803591
Belize,BLZ,2012,338001
Czechia,CZE,1994,10360964
Norway,NOR,1918,2583126
Mauritius,MUS,2016,1261870
Andorra,AND,1818,2654
Anguilla,AIA,1971,6854
Cayman Islands,CYM,1965,8370
Switzerland,CHE,1997,7068503
Vanuatu,VUT,1976,103002
Belarus,BLR,1841,2853335
Namibia,"NAM",1892,185892
Canada,CAN,1810,639132
Fiji,FJI,1875,128252
Reunion,REU,1963,366085
Ukraine,UKR,1903,24141489
Suriname,SUR,1836,83093
Mexico,MEX,1876,9841498
Mozambique,MOZ,1958,6894491
Tajikistan,TJK,1854,636167
Micronesia (country),FSM,1875,21602
Mali,MLI,1951,4759043
Ukraine,UKR,2006,46607397
Panama,PAN,1897,246019
Nicaragua,NIC,1896,511605
Greece,GRC,1824,2398567
Lebanon,LBN,1953,1434848
Chile,CHL,1803,771447
Lesotho,LSO,2010,1995575
Moldova,MDA,1893,1381259
Hong Kong,HKG,1959,2940529
Romania,ROU,1994,23115814
Japan,JPN,2002,127893075
Iran,IRN,1812,6330113
New Zealand,NZL,1857,117792
United Kingdom,GBR,1805,11343611
Myanmar,MMR,1880,3776681
Western Sahara,ESH,1953,18727
Mayotte,MYT,1995,123186
Saint Vincent and the Grenadines,VCT,1911,42358
Wallis and Futuna,WLF,1950,6994
Guinea,GIN,1844,1019574
Libya,LBY,1810,231454
Fiji,FJI,1820,135184
Cyprus,CYP,1917,298431
Hong Kong,HKG,1842,29271
Armenia,ARM,2017,2944789
Burundi,BDI,1979,4051239
Bangladesh,BGD,1883,24518448
Palau,PLW,1965,11005
Turkey,TUR,1994,57564209
Montenegro,MNE,1986,616356
Sweden,SWE,1953,7175673
China,CHN,1951,569909108
Bahrain,BHR,1893,73276
South Africa,ZAF,2014,54544184
Rwanda,RWA,1940,1820606
Botswana,BWA,1910,193799
Tonga,TON,1955,55323
Cyprus,CYP,1932,365350
Albania,ALB,1911,894559
Seychelles,SYC,1874,15617
Venezuela,VEN,1855,1408541
Japan,JPN,1999,127326063
Tonga,TON,1827,18551
Egypt,EGY,1982,45539295
Burkina Faso,BFA,1892,2209997
Malta,MLT,1862,172300
Zimbabwe,ZWE,1887,961439
Andorra,AND,1993,60974
Brazil,BRA,1903,19279718
Nicaragua,NIC,1997,4827658
Samoa,WSM,1910,37419
Andorra,AND,1904,4759
India,IND,1976,637630085
Venezuela,VEN,1946,4859885
Aruba,ABW,2008,101362
South Sudan,SSD,2002,6688225
Montserrat,MSR,1973,11539
Burundi,BDI,1840,1213893
Myanmar,MMR,2006,49301049
Jordan,JOR,1895,267636
Algeria,DZA,1843,2802863
Greenland,GRL,1800,3930
Russia,RUS,2003,144610876
Anguilla,AIA,1840,2950
World,OWID_WRL,1934,2187836793
Senegal,SEN,1909,1456444
Montenegro,MNE,1942,410810
Sudan,SDN,1951,5884651
Venezuela,VEN,1961,8439261
Faeroe Islands,FRO,1800,1586
New Zealand,NZL,1974,3042175
Myanmar,MMR,1943,15889555
Russia,RUS,1895,62064763
Luxembourg,LUX,1965,330160
Denmark,DNK,1996,5254857
Tokelau,TKL,1993,1537
Guyana,GUY,1953,448462
Nauru,NRU,1863,1900
Gibraltar,GIB,1951,22287
Austria,AUT,1975,7637686
Bangladesh,BGD,1885,24686907
Oman,OMN,1896,374790
Afghanistan,AFG,1881,4376086
Samoa,WSM,1884,36852
Guinea,GIN,1854,1058848
Puerto Rico,PRI,1960,2294971
Colombia,COL,1883,3029876
Luxembourg,LUX,1804,127030
Wallis and Futuna,WLF,1951,7132
Palau,PLW,1979,12231
Jamaica,JAM,1960,1628524
Bahamas,BHS,1965,140060
Lesotho,LSO,1961,852892
Cuba,CUB,2010,11225833
Palau,PLW,1831,4086
Moldova,MDA,1961,3076893
Italy,ITA,1831,21652416
Uruguay,URY,1844,110892
Kiribati,KIR,1856,21224
Paraguay,PRY,1867,378627
Czechia,CZE,1886,8497026
Cuba,CUB,1943,5029569
Bosnia and Herzegovina,BIH,1943,2506481
Czechia,CZE,1850,6826465
Colombia,COL,1959,15564624
Europe,NA,1858,294478686
Switzerland,CHE,1891,2975415
Equatorial Guinea,GNQ,1969,304000
Bhutan,BTN,1989,522173
Haiti,HTI,1964,4177631
Mali,MLI,1932,3582907
Sierra Leone,SLE,1981,3464113
Singapore,SGP,1814,30000
Costa Rica,CRI,1886,226839
Liechtenstein,LIE,1900,10323
Tanzania,TZA,1988,23670807
North Korea,PRK,1997,22335263
United States,USA,1928,125014520
Iceland,ISL,1932,110785
Eswatini,SWZ,1876,85810
World,OWID_WRL,1806,1005395067
Switzerland,CHE,1889,2931429
Australia,AUS,1983,15194644
Tanzania,TZA,1922,4913754
Ghana,GHA,1848,1983361
Africa,NA,1967,336631176
Cameroon,CMR,1913,2896367
Tuvalu,TUV,1913,3897
Philippines,PHL,2018,106651394
Laos,LAO,1859,672389
Oman,OMN,1809,307970
Western Sahara,ESH,1976,85607
Palau,PLW,1870,4947
Singapore,SGP,1962,1741457
Malawi,MWI,1876,2122380
Argentina,ARG,1867,1630522
Syria,SYR,1967,5740702
Sao Tome and Principe,STP,1927,58752
Liberia,LBR,1831,319505
Liberia,LBR,1847,328382
North Korea,PRK,1898,5183480
Democratic Republic of Congo,COD,2008,60411195
Egypt,EGY,1899,9569189
Lesotho,LSO,1954,753899
Timor,TLS,1841,180919
Yemen,YEM,1986,9941102
Jamaica,JAM,1854,415615
Suriname,SUR,1916,120432
Solomon Islands,SLB,2013,571329
Ethiopia,ETH,1933,17888877
Lithuania,LTU,1937,2444322
Palau,PLW,1978,12409
Sweden,SWE,1812,2430522
Congo,COG,1815,314465
Germany,DEU,1907,61160030
Rwanda,RWA,1863,1535956
Bahrain,BHR,1847,64474
Serbia,SRB,1818,2147197
Tunisia,TUN,1919,2319610
Cuba,CUB,1828,912537
Rwanda,RWA,1808,928368
Saint Helena,SHN,1975,6231
Croatia,HRV,1927,3154425
Oceania,NA,1967,18617455
North Macedonia,MKD,1967,1644949
Timor,TLS,1889,305882
Bermuda,BMU,2021,62092
Andorra,AND,1897,4535
South Sudan,SSD,1889,1694973
Burundi,BDI,1968,3336930
Dominican Republic,DOM,1924,1020535
Somalia,SOM,1914,1604400
Hungary,HUN,1918,7858606
Bhutan,BTN,1942,238164
Saint Barthlemy,NA,1960,2306
Monaco,MCO,1925,25239
Eswatini,SWZ,1919,147534
Pakistan,PAK,2003,153093371
Kiribati,KIR,2019,117608
Mozambique,MOZ,2019,30366043
Bahamas,BHS,1927,63114
American Samoa,ASM,1950,18941
Portugal,PRT,1969,8649249
Tajikistan,TJK,1977,3586516
Suriname,SUR,1936,174590
Equatorial Guinea,GNQ,1943,169426
Argentina,ARG,1847,988880
Suriname,SUR,1983,362282
Mali,MLI,1962,5381367
Guyana,GUY,1819,165170
North Korea,PRK,1850,4443855
Central African Republic,CAF,1903,966523
Maldives,MDV,1804,42378
Djibouti,DJI,1983,393800
Suriname,SUR,1816,80721
Trinidad and Tobago,TTO,2002,1277210
Croatia,HRV,1886,2196499
United Kingdom,GBR,1879,34416695
Trinidad and Tobago,TTO,1933,433973
Ukraine,UKR,1947,36163846
France,FRA,1903,40159884
Cambodia,KHM,1905,2963209
Haiti,HTI,1907,1784503
Vietnam,VNM,1846,6070752
Benin,BEN,1893,1127272
United States,USA,1818,9369520
Maldives,MDV,1976,140563
Chad,TCD,1829,1628585
Greenland,GRL,1995,55810
Haiti,HTI,1845,898238
Uzbekistan,UZB,1964,9762819
Latvia,LVA,1800,590588
Kenya,KEN,2011,43178270
Haiti,HTI,1823,742126
Philippines,PHL,1960,26269741
Nauru,NRU,1998,10567
India,IND,1936,377454675
Burundi,BDI,1920,1464409
Tajikistan,TJK,1985,4537820
Honduras,HND,1872,391986
French Polynesia,PYF,1986,181807
Zimbabwe,ZWE,1861,742643
Estonia,EST,1940,1117679
South America,NA,1982,251346385
Latvia,LVA,1954,1980396
Ecuador,ECU,1964,5093848
Sudan,SDN,2020,43849269
Djibouti,DJI,1982,385268
Kyrgyzstan,KGZ,1992,4454192
Cote d'Ivoire,CIV,1801,1088530
South Africa,ZAF,1934,9956476
French Guiana,GUF,1830,7196
Ecuador,ECU,1812,500000
Guinea-Bissau,GNB,1887,263378
Micronesia (country),FSM,1994,106030
Reunion,REU,1991,622413
Guinea,GIN,2016,11738434
Paraguay,PRY,1842,275926
Tajikistan,TJK,1832,520732
Cote d'Ivoire,CIV,1814,1088530
Mauritania,MRT,1925,438134
Saint Lucia,LCA,1948,80883
Montenegro,MNE,1987,616794
South Africa,ZAF,2007,49119766
Yemen,YEM,1900,2943318
Kenya,KEN,1905,3946438
Cote d'Ivoire,CIV,1908,1517239
Liberia,LBR,2013,4248337
Thailand,THA,1951,21263460
Cape Verde,CPV,1826,59364
Burundi,BDI,1823,940688
Russia,RUS,1898,63778191
Philippines,PHL,1937,13565712
Iraq,IRQ,1949,5544410
